libellé métier,lien site onisep.fr,nom publication,collection,année,gencod,GFE,code ROME,libellé ROME,lien ROME
chargé / chargée d'études ressources humaines,http://www.onisep.fr/http/redirection/metier/identifiant/100352,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
consultant / consultante,http://www.onisep.fr/http/redirection/metier/identifiant/100354,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806
attaché / attachée d'administration,http://www.onisep.fr/http/redirection/metier/identifiant/100385,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
agent / agente de sûreté ferroviaire,http://www.onisep.fr/http/redirection/metier/identifiant/100414,Les métiers du transport et de la logistique,Parcours,2016,9782273012836,"O : Transport, logistique",K2503,Sécurité et surveillance privées,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2503
technicien / technicienne de la circulation ferroviaire SNCF,http://www.onisep.fr/http/redirection/metier/identifiant/100416,Les métiers du transport et de la logistique,Parcours,2016,9782273012836,"O : Transport, logistique",H1404,Intervention technique en méthodes et industrialisation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1404
biologiste en environnement,http://www.onisep.fr/http/redirection/metier/identifiant/100322,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",K2402,"Recherche en sciences de l'univers, de la matière et du vivant",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402
ingénieur aromaticien / ingénieure aromaticienne,http://www.onisep.fr/http/redirection/metier/identifiant/100338,Les métiers de la chimie,Parcours,2016,9782273012867,K : Production alimentaire,H1505,Intervention technique en formulation et analyse sensorielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1505
neurobiologiste,http://www.onisep.fr/http/redirection/metier/identifiant/100602,Les métiers du médical,Parcours,2018,9782273013857,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
nivoculteur / nivocultrice,http://www.onisep.fr/http/redirection/metier/identifiant/100704,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",I1304,Installation et maintenance d'équipements industriels et d'exploitation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1304
expert /experte bilan carbone,http://www.onisep.fr/http/redirection/metier/identifiant/100549,,Fiches métiers / onisep.fr,,,"T : Environnement, nettoyage, sécurité",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur / ingénieure environnement et risques industriels,http://www.onisep.fr/http/redirection/metier/identifiant/100552,Les métiers de la chimie,Parcours,2016,9782273012867,"T : Environnement, nettoyage, sécurité",H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1302
chargé / chargée de référencement web,http://www.onisep.fr/http/redirection/metier/identifiant/100554,Les métiers du web,Parcours,2015,9782273012270,"U : Communication, médias",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
consultant / consultante green IT,http://www.onisep.fr/http/redirection/metier/identifiant/100555,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1402,Conseil en organisation et management d'entreprise,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1402
responsable e-CRM,http://www.onisep.fr/http/redirection/metier/identifiant/100642,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,"Q : Commerce, gestion, finances",M1702,Analyse de tendance,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1702
traffic manager,http://www.onisep.fr/http/redirection/metier/identifiant/100644,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,"U : Communication, médias",E1402,Élaboration de plan média,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1402
médiateur / médiatrice scientifique,http://www.onisep.fr/http/redirection/metier/identifiant/100648,,Fiches métiers / onisep.fr,,,"W : Droit, enseignement, recherche en sciences humaines",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
responsable de laboratoire de recherche,http://www.onisep.fr/http/redirection/metier/identifiant/100649,"Les métiers de l'enseignement, de l'éducation et de la formation",Parcours,2013,9782273011464,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",K2402,"Recherche en sciences de l'univers, de la matière et du vivant",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402
ingénieur / ingénieure hydrogéomorphologue,http://www.onisep.fr/http/redirection/metier/identifiant/100584,,Fiches métiers / onisep.fr,,,"T : Environnement, nettoyage, sécurité",F1105,Études géologiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1105
responsable de réseau eau potable,http://www.onisep.fr/http/redirection/metier/identifiant/100588,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",K2306,Supervision d'exploitation éco-industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2306
chargé / chargée de recherche et développement déchets,http://www.onisep.fr/http/redirection/metier/identifiant/100593,Les métiers de la chimie,Parcours,2016,9782273012867,"T : Environnement, nettoyage, sécurité",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur / ingénieure de recherche clinique et épidémiologique,http://www.onisep.fr/http/redirection/metier/identifiant/100633,Les métiers du médical,Parcours,2018,9782273013857,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
programmiste,http://www.onisep.fr/http/redirection/metier/identifiant/100636,"Les métiers de l'architecture, de l'urbanisme et du paysage",Parcours,2017,9782273013253,C : Bâtiment,,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur / ingénieure combustion et brûleurs,http://www.onisep.fr/http/redirection/metier/identifiant/100637,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
consultant / consultante informatique,http://www.onisep.fr/http/redirection/metier/identifiant/100640,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806
ingénieur / ingénieure logiciel,http://www.onisep.fr/http/redirection/metier/identifiant/100675,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1805,Études et développement informatique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805
ingénieur / ingénieure d'affaires en génie électrique,http://www.onisep.fr/http/redirection/metier/identifiant/100679,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
consultant / consultante en validation,http://www.onisep.fr/http/redirection/metier/identifiant/100605,,Fiches métiers / onisep.fr,,,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
coordonnateur / coordonnatrice d'études cliniques,http://www.onisep.fr/http/redirection/metier/identifiant/100607,Les métiers de l'industrie du médicament,Zoom,2017,9782273013642,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
designer sonore,http://www.onisep.fr/http/redirection/metier/identifiant/100610,Les métiers du design,Parcours,2016,9782273012805,"U : Communication, médias",L1507,Montage audiovisuel et post-production,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1507
ingénieur / ingénieure de maintenance industrielle,http://www.onisep.fr/http/redirection/metier/identifiant/100684,,Fiches métiers / onisep.fr,,,F : Mécanique,I1102,Management et ingénierie de maintenance industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1102
chargé / chargée d'études en valorisation agricole des déchets,http://www.onisep.fr/http/redirection/metier/identifiant/100572,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur technico-commercial / ingénieure technico-commerciale en électronique,http://www.onisep.fr/http/redirection/metier/identifiant/100574,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",D1407,Relation technico-commerciale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1407
chargé / chargée d'affaires en génie mécanique,http://www.onisep.fr/http/redirection/metier/identifiant/100575,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,F : Mécanique,H1102,Management et ingénierie d'affaires,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1102
climatologue,http://www.onisep.fr/http/redirection/metier/identifiant/100579,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",K2402,"Recherche en sciences de l'univers, de la matière et du vivant",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402
rudologue,http://www.onisep.fr/http/redirection/metier/identifiant/100595,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
concepteur / conceptrice de niveaux de jeu web,http://www.onisep.fr/http/redirection/metier/identifiant/100598,Les métiers du web,Parcours,2015,9782273012270,"U : Communication, médias",E1104,Conception de contenus multimédias,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1104
chargé / chargée de recherche en acoustique musicale,http://www.onisep.fr/http/redirection/metier/identifiant/100612,"Les métiers de l'enseignement, de l'éducation et de la formation",Parcours,2013,9782273011464,"H : Electricité, énergie, électronique",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
bactériologiste,http://www.onisep.fr/http/redirection/metier/identifiant/100613,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"R : Santé, social, soins personnels",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
chargé / chargée de veille législative et réglementaire,http://www.onisep.fr/http/redirection/metier/identifiant/100617,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"U : Communication, médias",K1601,Gestion de l'information et de la documentation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1601
architecte web,http://www.onisep.fr/http/redirection/metier/identifiant/100621,Les métiers du web,Parcours,2015,9782273012270,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1803,Direction des systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1803
histologiste,http://www.onisep.fr/http/redirection/metier/identifiant/100625,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
hydrologue,http://www.onisep.fr/http/redirection/metier/identifiant/100628,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",F1105,Études géologiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1105
roboticien / roboticienne,http://www.onisep.fr/http/redirection/metier/identifiant/100662,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",H1208,Intervention technique en études et conception en automatisme,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1208
gestionnaire actif/passif,http://www.onisep.fr/http/redirection/metier/identifiant/100665,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",C1105,Études actuarielles en assurances,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1105
ingénieur / ingénieure en imagerie médicale,http://www.onisep.fr/http/redirection/metier/identifiant/100670,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"R : Santé, social, soins personnels",J1201,Biologie médicale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1201
ingénieur / ingénieure production en aéronautique,http://www.onisep.fr/http/redirection/metier/identifiant/100673,Les métiers de l'industrie aéronautique et spatiale,Parcours,2017,9782273013284,F : Mécanique,H2502,Management et ingénierie de production,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502
pisteur / pisteuse secouriste,http://www.onisep.fr/http/redirection/metier/identifiant/100689,,Fiches métiers / onisep.fr,,,"T : Environnement, nettoyage, sécurité",K1705,Sécurité civile et secours,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1705
électromécanicien / électromécanicienne en remontées mécaniques,http://www.onisep.fr/http/redirection/metier/identifiant/100690,,Fiches métiers / onisep.fr,,,"H : Electricité, énergie, électronique",N4402,Exploitation et manoeuvre des remontées mécaniques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N4402
pilote d'hélicoptère,http://www.onisep.fr/http/redirection/metier/identifiant/100694,Les métiers de la défense et de la sécurité publique,Parcours,2016,9782273012362,"O : Transport, logistique",N2102,Pilotage et navigation technique aérienne,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N2102
responsable de laboratoire de contrôle en chimie,http://www.onisep.fr/http/redirection/metier/identifiant/100652,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1206,"Management et ingénierie études, recherche et développement industriel",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206
responsable des produits structurés actions,http://www.onisep.fr/http/redirection/metier/identifiant/100655,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur / ingénieure traitement de l'image,http://www.onisep.fr/http/redirection/metier/identifiant/100659,Les métiers de l'informatique,Parcours,2017,9782273013291,"H : Electricité, énergie, électronique",M1802,Expertise et support en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1802
directeur / directrice de golf,http://www.onisep.fr/http/redirection/metier/identifiant/100698,Les métiers du sport,Parcours,2017,9782273013321,"S : Hôtellerie, tourisme, loisirs",G1403,Gestion de structure de loisirs ou d'hébergement touristique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1403
conseiller / conseillère en assurances,http://www.onisep.fr/http/redirection/metier/identifiant/100702,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",C1102,Conseil clientèle en assurances,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1102
dessinateur / dessinatrice de BD,http://www.onisep.fr/http/redirection/metier/identifiant/100423,Les métiers du livre,Parcours,2017,9782273013260,"N : Techniques graphiques, impression",E1205,Réalisation de contenus multimédias,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205
illustrateur / illustratrice,http://www.onisep.fr/http/redirection/metier/identifiant/100427,Les métiers du livre,Parcours,2017,9782273013260,"U : Communication, médias",B1101,Création en arts plastiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1101
régisseur général / régisseuse générale cinéma,http://www.onisep.fr/http/redirection/metier/identifiant/100491,Les métiers du cinéma,Parcours,2018,9782273013871,"V : Arts, spectacle, audiovisuel",L1509,Régie générale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1509
technicien / technicienne de police technique et scientifique,http://www.onisep.fr/http/redirection/metier/identifiant/100400,Les métiers de la défense et de la sécurité publique,Parcours,2016,9782273012362,"T : Environnement, nettoyage, sécurité",H1210,"Intervention technique en études, recherche et développement",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1210
ingénieur opticien / ingénieure opticienne,http://www.onisep.fr/http/redirection/metier/identifiant/10288,Les métiers de l'énergie,Parcours,2016,9782273012812,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
technicien / technicienne en métrologie,http://www.onisep.fr/http/redirection/metier/identifiant/100373,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1506,Intervention technique qualité en mécanique et travail des métaux,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1506
optronicien / optronicienne,http://www.onisep.fr/http/redirection/metier/identifiant/100377,Les métiers de l'électronique et de la robotique,Parcours,2015,9782273012317,"H : Electricité, énergie, électronique",I1305,Installation et maintenance électronique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1305
"inspecteur / inspectrice des douanes, des finances publiques ou du travail",http://www.onisep.fr/http/redirection/metier/identifiant/100390,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",K1505,Protection des consommateurs et contrôle des échanges commerciaux,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1505
militaire technicien / technicienne de l'air (MTA),http://www.onisep.fr/http/redirection/metier/identifiant/100393,Les métiers de la défense et de la sécurité publique,Parcours,2016,9782273012362,"T : Environnement, nettoyage, sécurité",K1701,Personnel de la Défense,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1701
officier / officière de gendarmerie,http://www.onisep.fr/http/redirection/metier/identifiant/100394,Les métiers de la défense et de la sécurité publique,Parcours,2016,9782273012362,"T : Environnement, nettoyage, sécurité",K1704,Management de la sécurité publique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1704
secrétaire administratif / administrative,http://www.onisep.fr/http/redirection/metier/identifiant/100398,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",M1607,Secrétariat,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1607
formateur / formatrice en informatique,http://www.onisep.fr/http/redirection/metier/identifiant/100362,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",K2111,Formation professionnelle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2111
testeur / testeuse,http://www.onisep.fr/http/redirection/metier/identifiant/100365,Les métiers du web,Parcours,2015,9782273012270,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1805,Études et développement informatique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805
juriste d'entreprise,http://www.onisep.fr/http/redirection/metier/identifiant/100356,Les métiers du droit,Parcours,2016,9782273012843,"W : Droit, enseignement, recherche en sciences humaines",K1903,Défense et conseil juridique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1903
décolleteur / décolleteuse,http://www.onisep.fr/http/redirection/metier/identifiant/100379,,Fiches métiers / onisep.fr,,,F : Mécanique,H2903,Conduite d'équipement d'usinage,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2903
assistant / assistante en ressources humaines,http://www.onisep.fr/http/redirection/metier/identifiant/100348,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",M1501,Assistanat en ressources humaines,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1501
chef / cheffe comptable,http://www.onisep.fr/http/redirection/metier/identifiant/100353,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",M1206,Management de groupe ou de service comptable,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1206
credit manager,http://www.onisep.fr/http/redirection/metier/identifiant/100355,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",M1207,Trésorerie et financement,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1207
chercheur / chercheuse en chimie,http://www.onisep.fr/http/redirection/metier/identifiant/100341,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1503,Intervention technique en laboratoire d'analyse industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1503
formulateur / formulatrice,http://www.onisep.fr/http/redirection/metier/identifiant/100342,Les métiers du goût et des saveurs,Parcours,2018,9782273013888,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H1505,Intervention technique en formulation et analyse sensorielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1505
agent / agente de sûreté ferroviaire,http://www.onisep.fr/http/redirection/metier/identifiant/100414,Les métiers du ferroviaire,Zoom,2017,9782273013598,"O : Transport, logistique",K2503,Sécurité et surveillance privées,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2503
technicien / technicienne de la circulation ferroviaire SNCF,http://www.onisep.fr/http/redirection/metier/identifiant/100416,Les métiers du ferroviaire,Zoom,2017,9782273013598,"O : Transport, logistique",H1404,Intervention technique en méthodes et industrialisation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1404
employé / employée de pressing,http://www.onisep.fr/http/redirection/metier/identifiant/100323,Les métiers de la propreté et des services associés,Zoom,2017,9782273013796,"T : Environnement, nettoyage, sécurité",D1205,Nettoyage d'articles textiles ou cuirs,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1205
ingénieur aromaticien / ingénieure aromaticienne,http://www.onisep.fr/http/redirection/metier/identifiant/100338,Les métiers du goût et des saveurs,Parcours,2018,9782273013888,K : Production alimentaire,H1505,Intervention technique en formulation et analyse sensorielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1505
paléontologue,http://www.onisep.fr/http/redirection/metier/identifiant/100603,,Fiches métiers / onisep.fr,,,"W : Droit, enseignement, recherche en sciences humaines",K2401,Recherche en sciences de l'homme et de la société,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2401
poissonnier / poissonnière,http://www.onisep.fr/http/redirection/metier/identifiant/100705,Les métiers du goût et des saveurs,Parcours,2018,9782273013888,"Q : Commerce, gestion, finances",D1105,Poissonnerie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1105
ingénieur écoconcepteur / ingénieure écoconceptrice,http://www.onisep.fr/http/redirection/metier/identifiant/100550,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
ingénieur / ingénieure environnement et risques industriels,http://www.onisep.fr/http/redirection/metier/identifiant/100552,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1302
consultant / consultante green IT,http://www.onisep.fr/http/redirection/metier/identifiant/100555,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1402,Conseil en organisation et management d'entreprise,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1402
responsable e-CRM,http://www.onisep.fr/http/redirection/metier/identifiant/100642,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"Q : Commerce, gestion, finances",M1702,Analyse de tendance,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1702
traffic manager,http://www.onisep.fr/http/redirection/metier/identifiant/100644,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"U : Communication, médias",E1402,Élaboration de plan média,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1402
chef de projet web/mobile,http://www.onisep.fr/http/redirection/metier/identifiant/100645,Les métiers du web,Parcours,2015,9782273012270,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1803,Direction des systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1803
responsable de laboratoire de recherche,http://www.onisep.fr/http/redirection/metier/identifiant/100649,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",K2402,"Recherche en sciences de l'univers, de la matière et du vivant",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402
traducteur / traductrice technique,http://www.onisep.fr/http/redirection/metier/identifiant/100650,Les métiers des langues et de l'international,Parcours,2017,9782273013277,"U : Communication, médias",E1108,"Traduction, interprétariat",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1108
ingénieur / ingénieure analyste de l'air,http://www.onisep.fr/http/redirection/metier/identifiant/100585,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",H1501,Direction de laboratoire d'analyse industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1501
responsable de site de traitement des déchets,http://www.onisep.fr/http/redirection/metier/identifiant/100589,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",K2306,Supervision d'exploitation éco-industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2306
chargé / chargée de recherche et développement déchets,http://www.onisep.fr/http/redirection/metier/identifiant/100593,Les métiers de la biologie et des biotechnologies,Parcours,2016,9782273012775,"T : Environnement, nettoyage, sécurité",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
rédacteur médical / rédactrice médicale,http://www.onisep.fr/http/redirection/metier/identifiant/100634,Les métiers du médical,Parcours,2018,9782273013857,"R : Santé, social, soins personnels",H1207,Rédaction technique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1207
yield manager,http://www.onisep.fr/http/redirection/metier/identifiant/100638,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",G1302,Optimisation de produits touristiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1302
ingénieur / ingénieure support,http://www.onisep.fr/http/redirection/metier/identifiant/100641,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",I1102,Management et ingénierie de maintenance industrielle,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1102
consultant / consultante en informatique décisionnelle,http://www.onisep.fr/http/redirection/metier/identifiant/100676,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1806,Conseil et maîtrise d'ouvrage en systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1806
