Département,zipcode,Commune,ETABLISSEMENT,Code UAI,coordinates
Bas-Rhin,67800,Bischheim,Le Ried,0670004R,"{""type"":""Point"",""coordinates"":[7.7639463,48.6187717]}"
Seine-Saint-Denis,93420,Villepinte,Jean Jaurès,0931607S,"{""type"":""Point"",""coordinates"":[2.5502872,48.9484847]}"
Seine-Saint-Denis,93430,Villetaneuse,Lucie Aubrac,0932334G,"{""type"":""Point"",""coordinates"":[2.3532811,48.9597074]}"
Val-de-Marne,94000,Créteil,Albert Schweitzer,0940006W,"{""type"":""Point"",""coordinates"":[2.4638991,48.7738195]}"
Val-de-Marne,94000,Créteil,Amédée Laplace,0940003T,"{""type"":""Point"",""coordinates"":[2.4685471,48.7804438]}"
Val-de-Marne,94000,Créteil,Louis Pasteur,0940521F,"{""type"":""Point"",""coordinates"":[2.4609205,48.7844043]}"
Calvados,14460,Colombelles,Henri Sellier,0141137K,"{""type"":""Point"",""coordinates"":[-0.3015399,49.2044761]}"
Pas-de-Calais,62400,Béthune,Paul Verlaine,0622425Z,"{""type"":""Point"",""coordinates"":[2.630708,50.5157755]}"
Oise,60400,Noyon,Louis Pasteur,0601179F,"{""type"":""Point"",""coordinates"":[3.0144931,49.5858924]}"
Aisne,02120,Guise,Camille Desmoulins,0020024R,"{""type"":""Point"",""coordinates"":[3.6366973,49.9041348]}"
Aisne,02500,Hirson,Georges Cobast,0020030X,"{""type"":""Point"",""coordinates"":[4.0940771,49.9231416]}"
Aisne,02140,Vervins,Condorcet,0020056A,"{""type"":""Point"",""coordinates"":[3.9146241,49.8363261]}"
Essonne,91300,Massy,Blaise Pascal,0910624J,"{""type"":""Point"",""coordinates"":[2.293829,48.7352089]}"
Val-de-Marne,94250,Gentilly,Rosa Parks,0941099J,"{""type"":""Point"",""coordinates"":[2.344688,48.8138999]}"
Seine-Saint-Denis,93270,Sevran,de la Pléiade,0932262D,"{""type"":""Point"",""coordinates"":[2.5380729,48.9485967]}"
Seine-Saint-Denis,93100,Montreuil,Marais de Villiers,0931211L,"{""type"":""Point"",""coordinates"":[2.4337883,48.869462]}"
Maine-et-Loire,49400,Saumur,Pierre Mendès-France,0490042E,"{""type"":""Point"",""coordinates"":[-0.0781513,47.2454179]}"
Val-de-Marne,94460,Valenton,Fernande Flagon,0941052H,"{""type"":""Point"",""coordinates"":[2.4639043,48.7503198]}"
Val-de-Marne,94800,Villejuif,Karl Marx,0941036R,"{""type"":""Point"",""coordinates"":[2.3619244,48.7843114]}"
Essonne,91000,Évry,Galilée,0912173T,"{""type"":""Point"",""coordinates"":[2.4450198,48.6188963]}"
Yvelines,78130,Les Mureaux,Jean Vilar,0781914G,"{""type"":""Point"",""coordinates"":[1.9097424,48.9778908]}"
Val-d'Oise,95100,Argenteuil,Jean-Jacques Rousseau,0951138W,"{""type"":""Point"",""coordinates"":[2.2259,48.9369]}"
Val-d'Oise,95100,Argenteuil,Irène Joliot-Curie,0950885W,"{""type"":""Point"",""coordinates"":[2.28045,48.9579]}"
Yvelines,78130,Les Mureaux,Paul Verlaine,0780572Y,"{""type"":""Point"",""coordinates"":[1.9155479,48.9974711]}"
Yvelines,78520,Limay,Albert Thierry,0780255D,"{""type"":""Point"",""coordinates"":[1.7467635,48.9973596]}"
Yvelines,78370,Plaisir,Blaise Pascal,0780420H,"{""type"":""Point"",""coordinates"":[1.9535276,48.8244863]}"
Yvelines,78500,Sartrouville,Louis Paulhan,0783463R,"{""type"":""Point"",""coordinates"":[2.1711927,48.9481753]}"
Yvelines,78500,Sartrouville,Romain Rolland,0780577D,"{""type"":""Point"",""coordinates"":[2.2007733,48.9426871]}"
Yvelines,78190,Trappes,Gustave Courbet,0781618K,"{""type"":""Point"",""coordinates"":[1.9786656,48.784696]}"
Val-d'Oise,95100,Argenteuil,Albert Camus,0951139X,"{""type"":""Point"",""coordinates"":[2.2136325,48.9411599]}"
Val-d'Oise,95100,Argenteuil,Eugénie Cotton,0951230W,"{""type"":""Point"",""coordinates"":[2.2298095,48.9459174]}"
Hérault,34500,Béziers,La Dullague,0340016H,"{""type"":""Point"",""coordinates"":[3.2338443,43.3439915]}"
Val-d'Oise,95100,Argenteuil,Lucie Aubrac,0951356H,"{""type"":""Point"",""coordinates"":[2.2299887,48.9531596]}"
Maine-et-Loire,49800,Trélazé,Jean Rostand,0490048L,"{""type"":""Point"",""coordinates"":[-0.5010755,47.4494469]}"
Loire-Atlantique,44480,Donges,Arthur Rimbaud,0441727N,"{""type"":""Point"",""coordinates"":[-2.0747083,47.3218389]}"
Loire-Atlantique,44000,Nantes,La Durantière,0441608J,"{""type"":""Point"",""coordinates"":[-1.6029738,47.2145363]}"
Loire-Atlantique,44570,Trignac,Julien Lambot,0441616T,"{""type"":""Point"",""coordinates"":[-2.1987478,47.3012351]}"
Lot-et-Garonne,47500,Fumel,Jean Monnet,0470046V,"{""type"":""Point"",""coordinates"":[0.9587771,44.4985161]}"
Lot-et-Garonne,47400,Tonneins,Germillac,0470104H,"{""type"":""Point"",""coordinates"":[0.3187324,44.3929995]}"
Pyrénées-Atlantiques,64100,Bayonne,Albert Camus,0640609P,"{""type"":""Point"",""coordinates"":[-1.4533005,43.4994967]}"
Pyrénées-Atlantiques,64150,Mourenx,Pierre Bourdieu,0641561Z,"{""type"":""Point"",""coordinates"":[-0.624113,43.367947]}"
Val-d'Oise,95870,Bezons,Gabriel Péri,0950887Y,"{""type"":""Point"",""coordinates"":[2.2052593,48.9300491]}"
Val-d'Oise,95870,Bezons,Henri Wallon,0950888Z,"{""type"":""Point"",""coordinates"":[2.21524,48.932013]}"
Loire-Atlantique,44110,Châteaubriant,La Ville aux Roses,0440348P,"{""type"":""Point"",""coordinates"":[-1.3836926,47.7113245]}"
Vendée,85120,La Châtaigneraie,Pierre Mendès-France,0851163C,"{""type"":""Point"",""coordinates"":[-0.7471326,46.6523016]}"
Val-d'Oise,95100,Argenteuil,Paul Vaillant-Couturier,0951094Y,"{""type"":""Point"",""coordinates"":[2.2465013,48.9436248]}"
Seine-et-Marne,77140,Nemours,Honoré de Balzac,0771621U,"{""type"":""Point"",""coordinates"":[2.714446,48.2631254]}"
Val-d'Oise,95190,Goussainville,Maximilien de Robespierre,0950026M,"{""type"":""Point"",""coordinates"":[2.4554246,49.0330525]}"
Val-d'Oise,95200,Sarcelles,Évariste Galois,0950045H,"{""type"":""Point"",""coordinates"":[2.3744198,48.9754127]}"
Val-d'Oise,95000,Cergy,La Justice,0951401G,"{""type"":""Point"",""coordinates"":[2.0621194,49.044829]}"
Val-d'Oise,95500,Gonesse,François Truffaut,0951920W,"{""type"":""Point"",""coordinates"":[2.4233066,49.0046146]}"
Val-d'Oise,95502,Gonesse,Robert Doisneau,0951142A,"{""type"":""Point"",""coordinates"":[2.4267965,48.9898149]}"
Val-d'Oise,95190,Goussainville,Georges Charpak,0952128X,"{""type"":""Point"",""coordinates"":[2.459715,49.0258622]}"
Val-d'Oise,95190,Goussainville,Montaigne,0951921X,"{""type"":""Point"",""coordinates"":[2.4539459,49.0284442]}"
Val-d'Oise,95340,Persan,Georges Brassens,0950934Z,"{""type"":""Point"",""coordinates"":[2.273899,49.1544281]}"
Val-d'Oise,95200,Sarcelles,Victor Hugo,0951945Y,"{""type"":""Point"",""coordinates"":[2.3838761,48.9993538]}"
Val-d'Oise,95200,Sarcelles,Voltaire,0951196J,"{""type"":""Point"",""coordinates"":[2.3717284,48.9966241]}"
Seine-et-Marne,77100,Meaux,Beaumarchais,0771420A,"{""type"":""Point"",""coordinates"":[2.9121049,48.9487023]}"
Seine-et-Marne,77000,Melun,Fréderic Chopin,0771070V,"{""type"":""Point"",""coordinates"":[2.6406302,48.5519595]}"
Seine-et-Marne,77000,Melun,Pierre Brossolette,0771339M,"{""type"":""Point"",""coordinates"":[2.6756519,48.5453348]}"
Seine-et-Marne,77186,Noisiel,Le Luzard,0771841H,"{""type"":""Point"",""coordinates"":[2.6129571,48.8466705]}"
Jura,39100,Dole,Maryse Bastié,0390883Y,"{""type"":""Point"",""coordinates"":[5.4688586,47.083304]}"
Nièvre,58800,Corbigny,Noël Berrier,0580012Y,"{""type"":""Point"",""coordinates"":[3.6835152,47.2522964]}"
Nièvre,58000,Nevers,Adam Billaut,0580599L,"{""type"":""Point"",""coordinates"":[3.1590904,47.0064375]}"
Saône-et-Loire,71160,Digoin,Roger Semet,0711136Z,"{""type"":""Point"",""coordinates"":[3.979376,46.480798]}"
Saône-et-Loire,71000,Mâcon,Robert Schuman,0710534V,"{""type"":""Point"",""coordinates"":[4.8360336,46.3201365]}"
Saône-et-Loire,71710,Montcenis,Les Épontots,0711323C,"{""type"":""Point"",""coordinates"":[4.4190789,46.7870591]}"
Yonne,89400,Migennes,Paul Fourrey,0890017K,"{""type"":""Point"",""coordinates"":[3.517744,47.9651693]}"
Yonne,89400,Migennes,Jacques Prévert,0890977D,"{""type"":""Point"",""coordinates"":[3.5055857,47.9691459]}"
Ain,01100,Arbent,Jean Rostand,0010987T,"{""type"":""Point"",""coordinates"":[5.671547,46.269094]}"
Loire,42300,Mably,Louis Aragon,0421852K,"{""type"":""Point"",""coordinates"":[4.0718653,46.0802944]}"
Loire,42300,Roanne,Albert Thomas,0421684C,"{""type"":""Point"",""coordinates"":[4.0751982,46.0440762]}"
Rhône,69500,Bron,Théodore Monod,0693834T,"{""type"":""Point"",""coordinates"":[4.9026352,45.7307713]}"
Rhône,69200,Vénissieux,Louis Aragon,0691799F,"{""type"":""Point"",""coordinates"":[4.8889566,45.6922327]}"
Saône-et-Loire,71400,Autun,du Vallon,0711294W,"{""type"":""Point"",""coordinates"":[4.3070679,46.9600592]}"
Pas-de-Calais,62800,Liévin,Danielle Darras-Riaumont,0620219B,"{""type"":""Point"",""coordinates"":[2.7862895,50.4190579]}"
Pas-de-Calais,62800,Liévin,Pierre et Marie Curie,0620119T,"{""type"":""Point"",""coordinates"":[2.7555351,50.4354311]}"
Nord (département français)|Nord,59610,Fourmies,Joliot-Curie,0594879H,"{""type"":""Point"",""coordinates"":[4.0610254,50.0181679]}"
Rhône,69100,Villeurbanne,Jean Jaurès,0691664J,"{""type"":""Point"",""coordinates"":[4.882987,45.7573075]}"
Nord (département français)|Nord,59400,Cambrai,Lamartine,0593488W,"{""type"":""Point"",""coordinates"":[3.2640285,50.1587039]}"
Nord (département français)|Nord,59264,Onnaing,Saint-Exupéry,0590157A,"{""type"":""Point"",""coordinates"":[3.5829836,50.3832234]}"
Nord (département français)|Nord,59540,Caudry,Jacques Prévert,0595277R,"{""type"":""Point"",""coordinates"":[3.4209055,50.125058]}"
Nord (département français)|Nord,59187,Dechy,Paul Langevin,0590058T,"{""type"":""Point"",""coordinates"":[3.1323618,50.3488791]}"
Nord (département français)|Nord,59220,Denain,Villars,0590062X,"{""type"":""Point"",""coordinates"":[3.3945716,50.3232343]}"
Nord (département français)|Nord,59500,Douai,André Canivez,0594402P,"{""type"":""Point"",""coordinates"":[3.0745089,50.3852709]}"
Nord (département français)|Nord,59510,Hem,Raymond Devos,0594632P,"{""type"":""Point"",""coordinates"":[3.186451,50.6619395]}"
Nord (département français)|Nord,59156,Lourches,Voltaire,0594533G,"{""type"":""Point"",""coordinates"":[3.3562079,50.3149688]}"
Nord (département français)|Nord,59176,Masny,Robert Desnos,0593483R,"{""type"":""Point"",""coordinates"":[3.2015735,50.342123]}"
Nord (département français)|Nord,59600,Maubeuge,Ernest Coutelle,0590151U,"{""type"":""Point"",""coordinates"":[3.9709221,50.2780069]}"
Pas-de-Calais,62460,Divion,Henri Wallon,0620079Z,"{""type"":""Point"",""coordinates"":[2.496237,50.469879]}"
Pas-de-Calais,62270,Frévent,Pierre Cuallacci,0622261W,"{""type"":""Point"",""coordinates"":[2.2844589,50.2759518]}"
Pas-de-Calais,62440,Harnes,Victor Hugo,0622791X,"{""type"":""Point"",""coordinates"":[2.9023345,50.4497756]}"
Pas-de-Calais,62190,Lillers,Léo Lagrange,0622799F,"{""type"":""Point"",""coordinates"":[2.4797452,50.5670529]}"
Somme,80100,Abbeville,de Ponthieu,0801512J,"{""type"":""Point"",""coordinates"":[1.8519069,50.0956202]}"
Pas-de-Calais,62680,Méricourt,Henri Wallon,0622262X,"{""type"":""Point"",""coordinates"":[2.8776616,50.4100179]}"
Pas-de-Calais,62590,Oignies,Louis Pasteur,0623018U,"{""type"":""Point"",""coordinates"":[2.9905737,50.4748404]}"
Pas-de-Calais,62221,Rouvroy,Paul Langevin,0620158K,"{""type"":""Point"",""coordinates"":[2.9066656,50.4050165]}"
Pas-de-Calais,62410,Wingles,Léon Blum,0620180J,"{""type"":""Point"",""coordinates"":[2.8650615,50.4949015]}"
Nord (département français)|Nord,59167,Lallaing,Fréderic Joliot-Curie,0593482P,"{""type"":""Point"",""coordinates"":[3.1725133,50.382812]}"
Nord (département français)|Nord,59330,Hautmont,Auguste Périer,0590099M,"{""type"":""Point"",""coordinates"":[3.91667,50.246787]}"
Nord (département français)|Nord,59278,Escautpont,Jean Zay,0594409X,"{""type"":""Point"",""coordinates"":[3.5518134,50.4207912]}"
Finistère,29200,Brest,Pen Ar C'hleuz,0290100B,"{""type"":""Point"",""coordinates"":[-4.4822824,48.4170371]}"
Oise,60110,Méru,du Thelle,0601718S,"{""type"":""Point"",""coordinates"":[2.1250156,49.2311988]}"
Orne,61120,Vimoutiers,Arlette Hée-Fergant,0610045T,"{""type"":""Point"",""coordinates"":[0.2004709,48.9313423]}"
Pyrénées-Atlantiques,64015,Pau,Jeanne d'Albret,0640227Z,"{""type"":""Point"",""coordinates"":[-0.3432054,43.3015001]}"
Sarthe,72100,Le Mans,Pierre-Gilles de Gennes,0720902P,"{""type"":""Point"",""coordinates"":[0.1987723,47.9662469]}"
Somme,80600,Doullens,Jean Rostand,0800029X,"{""type"":""Point"",""coordinates"":[2.335113,50.1567026]}"
Somme,80700,Roye,Louise Michel,0801341Y,"{""type"":""Point"",""coordinates"":[2.7775757,49.7059521]}"
Oise,60200,Compiègne,Gaëtan Denain,0801489J,"{""type"":""Point"",""coordinates"":[2.820761,49.410921]}"
Ille-et-Vilaine,35000,Rennes,Clotilde Vautier,0350913C,"{""type"":""Point"",""coordinates"":[-1.6683151,48.1258678]}"
Ille-et-Vilaine,35000,Rennes,La Binquenais,0351851X,"{""type"":""Point"",""coordinates"":[-1.6633194,48.0908503]}"
Ille-et-Vilaine,35000,Rennes,Les Chalais,0350734H,"{""type"":""Point"",""coordinates"":[-1.682148,48.0850655]}"
Ille-et-Vilaine,35000,Rennes,Rosa Parks,0350895H,"{""type"":""Point"",""coordinates"":[-1.7163991,48.122914]}"
Côtes-d'Armor,22330,Collinée,Vasarely,0220008P,"{""type"":""Point"",""coordinates"":[-2.510211,48.295519]}"
Morbihan,56120,Josselin,Max Jacob,0560020T,"{""type"":""Point"",""coordinates"":[-2.5508509,47.9595437]}"
Morbihan,56100,Lorient,Le Coutaller,0560071Y,"{""type"":""Point"",""coordinates"":[-3.3759574,47.7651661]}"
Finistère,29200,Brest,Keranroux,0291089B,"{""type"":""Point"",""coordinates"":[-4.54063,48.3833542]}"
Finistère,29200,Brest,Kerhallet,0290149E,"{""type"":""Point"",""coordinates"":[-4.5107162,48.4038968]}"
Finistère,29000,Quimper,Max Jacob,0291087Z,"{""type"":""Point"",""coordinates"":[-4.1304125,47.9867185]}"
Sarthe,72700,Allonnes,John Kennedy,0720001K,"{""type"":""Point"",""coordinates"":[0.162094,47.9653032]}"
Sarthe,72700,Allonnes,Le Marin,0721224P,"{""type"":""Point"",""coordinates"":[0.1598436,47.9633519]}"
Maine-et-Loire,49000,Angers,Jean Mermoz,0490783K,"{""type"":""Point"",""coordinates"":[-0.5675316,47.4513322]}"
Maine-et-Loire,49000,Angers,Montaigne,0491028B,"{""type"":""Point"",""coordinates"":[-0.5319705,47.4699152]}"
Orne,61100,Flers,Jean Monnet,06100057F,"{""type"":""Point"",""coordinates"":[-0.5700712,48.7402806]}"
Haute-Garonne,31100,Toulouse,George Sand,0310086A,"{""type"":""Point"",""coordinates"":[1.4091674,43.5880012]}"
Eure,27700,Les Andelys,Rosa Parks,0271320N,"{""type"":""Point"",""coordinates"":[1.4437796,49.2483736]}"
Eure,27000,Évreux,Georges Politzer,0271095U,"{""type"":""Point"",""coordinates"":[1.1469827,49.006565]}"
Eure,27000,Évreux,Henri Dunant,0271104D,"{""type"":""Point"",""coordinates"":[1.1736705,49.02924]}"
Eure,27400,Louviers,Les Fougères,0271398Y,"{""type"":""Point"",""coordinates"":[1.1537684,49.2114567]}"
Seine-Maritime,76210,Bolbec,Roncherolles,0761701L,"{""type"":""Point"",""coordinates"":[0.486453,49.5708095]}"
Seine-Maritime,76380,Canteleu,Charles Gounod,0762089H,"{""type"":""Point"",""coordinates"":[1.0322343,49.4543984]}"
Seine-Maritime,76410,Cléon,Jacques Brel,0762679Z,"{""type"":""Point"",""coordinates"":[1.0289062,49.3092118]}"
Seine-Maritime,76550,Dieppe,Claude Delvincourt,0760026R,"{""type"":""Point"",""coordinates"":[1.068095,49.9072653]}"
Seine-Maritime,76400,Fécamp,Jules Ferry,0761704P,"{""type"":""Point"",""coordinates"":[0.391809,49.7541212]}"
Calvados,14000,Caen,Guillaume de Normandie,0141268C,"{""type"":""Point"",""coordinates"":[-0.3471063,49.1612883]}"
Oise,60110,Méru,Pierre Mendès-France,0601177D,"{""type"":""Point"",""coordinates"":[2.1398977,49.2308566]}"
Oise,60100,Creil,Jean-Jacques Rousseau,0600018U,"{""type"":""Point"",""coordinates"":[2.4828053,49.2505251]}"
Seine-Maritime,76380,Canteleu,Le Cèdre,0760017F,"{""type"":""Point"",""coordinates"":[1.0288558,49.4417434]}"
Seine-Maritime,76400,Fécamp,Georges Cuvier,0762287Y,"{""type"":""Point"",""coordinates"":[0.3659662,49.758542]}"
Seine-Maritime,76610,Le Havre,Romain Rolland,0761696F,"{""type"":""Point"",""coordinates"":[0.1597346,49.5069388]}"
Seine-Maritime,76600,Le Havre,Gérard Philipe,0761698H,"{""type"":""Point"",""coordinates"":[0.1392719,49.4969799]}"
Seine-Maritime,76620,Le Havre,Jean Moulin,0761781Y,"{""type"":""Point"",""coordinates"":[0.1220792,49.5134994]}"
Seine-Maritime,76600,Le Havre,Léo Lagrange,0762128A,"{""type"":""Point"",""coordinates"":[0.1654162,49.5016949]}"
Seine-Maritime,76620,Le Havre,Théophile Gautier,0762226G,"{""type"":""Point"",""coordinates"":[0.0900875,49.5142444]}"
Seine-Maritime,76350,Oissel,Jean Charcot,0760083C,"{""type"":""Point"",""coordinates"":[1.0944174,49.3575692]}"
Seine-Maritime,76100,Rouen,Camille Claudel,0761745J,"{""type"":""Point"",""coordinates"":[1.0896126,49.4293058]}"
Bouches-du-Rhône,13200,Arles,Vincent Van Gogh,0131610E,"{""type"":""Point"",""coordinates"":[4.6377532,43.6797799]}"
Bouches-du-Rhône,13120,Gardanne,Gabriel Péri,0131701D,"{""type"":""Point"",""coordinates"":[5.4697828,43.4539378]}"
Bouches-du-Rhône,13800,Istres,Alphonse Daudet,0132409Y,"{""type"":""Point"",""coordinates"":[4.9815812,43.4980718]}"
Bouches-du-Rhône,13150,Tarascon,René Cassin,0131611F,"{""type"":""Point"",""coordinates"":[4.6619978,43.8186831]}"
Bouches-du-Rhône,13127,Vitrolles,Camille Claudel,0133352Y,"{""type"":""Point"",""coordinates"":[5.275367,43.4233665]}"
Alpes-Maritimes,06150,Cannes,Les Muriers,0060799L,"{""type"":""Point"",""coordinates"":[6.967691,43.551465]}"
Alpes-Maritimes,06400,Cannes,Les Vallergues,0061279H,"{""type"":""Point"",""coordinates"":[7.0105941,43.5590865]}"
Alpes-Maritimes,06510,Carros,Paul Langevin,0061130W,"{""type"":""Point"",""coordinates"":[7.1978085,43.7687688]}"
Alpes-Maritimes,06000,Nice,Victor Duruy,0060838D,"{""type"":""Point"",""coordinates"":[7.279617,43.7097893]}"
Ardèche,07700,Bourg-Saint-Andéol,Le Laoul,0070006U,"{""type"":""Point"",""coordinates"":[4.64186,44.3804]}"
Gard,30000,Nîmes,Ada Lovelace,0301010K,"{""type"":""Point"",""coordinates"":[4.3956289,43.8572013]}"
Côte-d'Or,21300,Chenôve,Édouard Herriot,0211096C,"{""type"":""Point"",""coordinates"":[5.00675,47.2926]}"
Var,83000,Toulon,Peiresc,0830953K,"{""type"":""Point"",""coordinates"":[5.9345262,43.1240417]}"
Vaucluse,84500,Bollène,Paul Éluard,0840699D,"{""type"":""Point"",""coordinates"":[4.7452891,44.2752578]}"
Alpes-de-Haute-Provence,04100,Manosque,Jean Giono,0040055N,"{""type"":""Point"",""coordinates"":[5.7765664,43.8255012]}"
Vaucluse,84200,Carpentras,François Raspail,0840114T,"{""type"":""Point"",""coordinates"":[5.0531068,44.0660598]}"
Vaucluse,84130,Le Pontet,Jules Verne,0840664R,"{""type"":""Point"",""coordinates"":[4.8601259,43.9565334]}"
Vaucluse,84100,Orange,Barbara Hendricks,0840762X,"{""type"":""Point"",""coordinates"":[4.7983964,44.1424288]}"
Vaucluse,84700,Sorgues,Voltaire,0840033E,"{""type"":""Point"",""coordinates"":[4.8741059,44.0098524]}"
Vaucluse,84600,Valréas,Vallis Aeria,0840716X,"{""type"":""Point"",""coordinates"":[5.0054275,44.387995]}"
Aveyron,12110,Cransac,Jean Jaurès,0120004P,"{""type"":""Point"",""coordinates"":[2.2826994,44.5247689]}"
Aveyron,12300,Decazeville,Paul Ramadier,0120622L,"{""type"":""Point"",""coordinates"":[2.2555354,44.5718268]}"
Gard,30100,Alès,Diderot,0301014P,"{""type"":""Point"",""coordinates"":[4.0788331,44.1327047]}"
Gard,30300,Beaucaire,Elsa Triolet,0301282F,"{""type"":""Point"",""coordinates"":[4.6220604,43.8102656]}"
Gard,30900,Nîmes,Capouchine,0300062E,"{""type"":""Point"",""coordinates"":[4.3569125,43.8223825]}"
Gard,30000,Nîmes,Les Oliviers,0301098F,"{""type"":""Point"",""coordinates"":[4.3851374,43.8338847]}"
Haute-Garonne,31200,Toulouse,Claude Nougaro,0311232W,"{""type"":""Point"",""coordinates"":[1.434352,43.6198431]}"
Loiret,45000,Orléans,Alain Fournier,0450939B,"{""type"":""Point"",""coordinates"":[1.9303269,47.8325341]}"
Haute-Garonne,31100,Toulouse,Nicolas-Louis Vauquelin,0311718Z,"{""type"":""Point"",""coordinates"":[1.4012987,43.5826901]}"
Hérault,34500,Béziers,Jean Perrin,0341066Z,"{""type"":""Point"",""coordinates"":[3.2391272,43.3431772]}"
Hérault,34400,Lunel,Fréderic Mistral,0340031Z,"{""type"":""Point"",""coordinates"":[4.1236711,43.6725257]}"
Hérault,34000,Montpellier,Gérard Philipe,0341364Y,"{""type"":""Point"",""coordinates"":[3.8850055,43.5974961]}"
Hérault,34070,Montpellier,Marcel Pagnol,0341592W,"{""type"":""Point"",""coordinates"":[3.846484,43.5964113]}"
Tarn-et-Garonne,82200,Moissac,François Mitterrand,0820017Y,"{""type"":""Point"",""coordinates"":[1.0916857,44.102525]}"
Tarn,81400,Carmaux,Victor Hugo,0810787R,"{""type"":""Point"",""coordinates"":[2.1537344,44.0511698]}"
Tarn,81300,Graulhet,Louis Pasteur,0810125W,"{""type"":""Point"",""coordinates"":[1.9830433,43.7607628]}"
Pyrénées-Orientales,66000,Perpignan,Albert Camus,0660051X,"{""type"":""Point"",""coordinates"":[2.9092684,42.6907423]}"
Pyrénées-Orientales,66000,Perpignan,Jean Moulin,0660049V,"{""type"":""Point"",""coordinates"":[2.899349,42.696985]}"
Pyrénées-Orientales,66000,Perpignan,La Garrigole,0660016J,"{""type"":""Point"",""coordinates"":[2.8676455,42.6948837]}"
Val-de-Marne,94310,Orly,Dorval,0941042X,"{""type"":""Point"",""coordinates"":[2.3978973,48.7441477]}"
Ariège,09300,Lavelanet,Louis Pasteur,0090490J,"{""type"":""Point"",""coordinates"":[1.8421032,42.923173]}"
Hautes-Pyrénées,65000,Tarbes,Paul Éluard,0650034J,"{""type"":""Point"",""coordinates"":[0.057732,43.244145]}"
Ariège,09300,Lavelanet,Victor Hugo,0090007J,"{""type"":""Point"",""coordinates"":[1.8528436,42.9399328]}"
Aude,11000,Carcassonne,Jules Verne,0110672W,"{""type"":""Point"",""coordinates"":[2.3688682,43.2148586]}"
Aude,11100,Narbonne,Georges Brassens,0110068P,"{""type"":""Point"",""coordinates"":[2.9742967,43.1862457]}"
Loiret,45500,Gien,Jean Mermoz,0451450G,"{""type"":""Point"",""coordinates"":[2.6214004,47.707298]}"
Loiret,45200,Montargis,Le Grand Clos,0450789N,"{""type"":""Point"",""coordinates"":[2.7403592,47.998932]}"
Loiret,45064,Orléans,Montesquieu,0451070U,"{""type"":""Point"",""coordinates"":[1.9361907,47.83357]}"
Indre,36100,Issoudun,Denis Diderot,0360544W,"{""type"":""Point"",""coordinates"":[2.0037915,46.9451557]}"
Eure-et-Loir,28200,Châteaudun,Anatole France,0280918W,"{""type"":""Point"",""coordinates"":[1.3508785,48.0815114]}"
Eure-et-Loir,28200,Châteaudun,Tomas Divi,0280656L,"{""type"":""Point"",""coordinates"":[1.350229,48.078521]}"
Eure-et-Loir,28100,Dreux,Martial Taugourdeau,0281060A,"{""type"":""Point"",""coordinates"":[1.3978325,48.7417162]}"
Eure-et-Loir,28300,Mainvilliers,Jean Macé,0280034K,"{""type"":""Point"",""coordinates"":[1.46223,48.447927]}"
Eure-et-Loir,28500,Vernouillet,Marcel Pagnol,0280024Z,"{""type"":""Point"",""coordinates"":[1.3300305,48.7343096]}"
Cher,18000,Bourges,Victor Hugo,0180593X,"{""type"":""Point"",""coordinates"":[2.409509,47.1106112]}"
Vienne,86000,Poitiers,Pierre Ronsard,0860723U,"{""type"":""Point"",""coordinates"":[0.3500593,46.5693828]}"
Cher,18600,Sancoins,Marguerite Audoux,0180033N,"{""type"":""Point"",""coordinates"":[2.9219075,46.8349173]}"
Cher,18100,Vierzon,Edouard Vaillant,0180037T,"{""type"":""Point"",""coordinates"":[2.067563,47.228329]}"
Haute-Garonne,31300,Toulouse,Maurice Bécanne,0311231V,"{""type"":""Point"",""coordinates"":[1.4251238,43.5841977]}"
Tarn-et-Garonne,82000,Montauban,Olympe de Gouges,0820588U,"{""type"":""Point"",""coordinates"":[1.3804148,44.0146451]}"
Gironde,33250,Pauillac,Pierre de Belleyme,0330103H,"{""type"":""Point"",""coordinates"":[-0.7515307,45.202865]}"
Dordogne,24230,Vélines,Olympe de Gouges,0240106K,"{""type"":""Point"",""coordinates"":[0.1092105,44.857267]}"
Marne,51100,Reims,Colbert,0510044W,"{""type"":""Point"",""coordinates"":[4.0211732,49.2824866]}"
Charente,16100,Cognac,Claude Boucher,0160864C,"{""type"":""Point"",""coordinates"":[-0.3488241,45.6915794]}"
Vienne,86180,Buxerolles,Jules Verne,0860799B,"{""type"":""Point"",""coordinates"":[0.3563281,46.5959515]}"
Vienne,86100,Châtellerault,Jean Macé,0860702W,"{""type"":""Point"",""coordinates"":[0.5220474,46.8178918]}"
Haute-Vienne,87000,Limoges,André Maurois,0870072F,"{""type"":""Point"",""coordinates"":[1.2285323,45.8350489]}"
Haute-Vienne,87000,Limoges,Albert Calmette,0870117E,"{""type"":""Point"",""coordinates"":[1.2246968,45.8288208]}"
Haute-Vienne,87280,Limoges,Anatole France,0870791M,"{""type"":""Point"",""coordinates"":[1.2984874,45.8806632]}"
Haute-Vienne,87280,Limoges,Firmin Roz,0870960W,"{""type"":""Point"",""coordinates"":[1.2907326,45.8671972]}"
Gironde,33130,Bègles,Pablo Neruda,0331880P,"{""type"":""Point"",""coordinates"":[-0.563184,44.7944418]}"
Gironde,33300,Bordeaux,Édouard Vaillant,0332082J,"{""type"":""Point"",""coordinates"":[-0.5654097,44.8638844]}"
